pixel_iou,pixel_dice,pixel_accuracy,pixel_precision,pixel_recall,region_iou,region_dice,region_precision,region_recall,region_success_accuracy
0.0,0.0,0.9920244216918945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974040985107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9926996231079102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9954051971435547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9927864074707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9963235855102539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975814819335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9954710006713867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.995905876159668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9976463317871094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975214004516602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9938850402832031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9959793090820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9971885681152344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9969568252563477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.681586978636826,0.8106473079249849,0.9997014999389648,1.0,0.681586978636826,0.681586978636826,0.8106473079249849,1.0,0.681586978636826,1.0
0.0,0.0,0.9975290298461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974164962768555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975423812866211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975910186767578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997319221496582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974308013916016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974470138549805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9972209930419922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9973745346069336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9972972869873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.998626708984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997563362121582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974441528320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997593879699707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975900650024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975156784057617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974470138549805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974346160888672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997100830078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9973335266113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974575042724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9972820281982422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9972858428955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974842071533203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997406005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997528076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997471809387207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974346160888672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9979019165039062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9976015090942383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.998875617980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9976768493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.998591423034668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985246658325195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985685348510742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974069595336914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974784851074219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985990524291992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9978408813476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9977054595947266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985637664794922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986333847045898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986076354980469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997553825378418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986076354980469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985237121582031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9971923828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9976682662963867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986324310302734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9976577758789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9973001480102539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9974517822265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985685348510742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.997462272644043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975309371948242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986543655395508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9985561370849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975557327270508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986438751220703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9975271224975586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986305236816406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9979314804077148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9977827072143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9976882934570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9986839294433594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.9977607727050781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
